participant_id,charity_id,cluster_id,personalization_type,counterfactual_code,content_source,post_id,post_text,rating,donation_amount,persuasiveness_1,persuasiveness_2,persuasiveness_3,familiar,age,gender,ideology,religiosity
67f1aa262e5e1c69ddbd8295,"The Lustgarten Foundation for Pancreatic Cancer Research",MFLN,personalized,OMRR,Human,71,"Sometimes we underestimate how lucky we are in beeing in a good health. Cancer is the challenge of the 21st century. Many people live with cancer and need support to fight it. Support our battle against cancer by donating now! You can really make the difference.",Like,0.02,4,6,7,0,50,Female,2,3
67f1aa262e5e1c69ddbd8295,"The Leukemia & Lymphoma Society",MFLN,generic,OMRR,Human,300,"One day, you or someone you love might need a life-saving donor, whom you have never met. Would you like to become someone's hope today?  ",Like,0.01,7,7,7,1,50,Female,2,3
67f1aa262e5e1c69ddbd8295,"Dana-Farber Cancer Institute",MFLN,personalized,OMRR,LLM,440,"We all know someone who's faced cancer—together, we can fuel hope and groundbreaking research at Dana-Farber. Your compassion today shapes a brighter future tomorrow. Let's support science, care, and life. Donate now: [link] #CancerResearch #HopeMatters",Like,0.01,7,7,7,-1,50,Female,2,3
67f1aa262e5e1c69ddbd8295,"National Pediatric Cancer Foundation",MFLN,counterfactual,OMRR,LLM,563,"Faith, family, strength—the values we live by. Let's stand strong for children bravely fighting cancer. Your generosity can give these precious lives hope & healing. Donate now to the National Pediatric Cancer Foundation. God bless you! #HopeForKids",Neutral,0.02,1,1,5,1,50,Female,2,3
67f25123da45cde78b9b45bc,"Pancreatic Cancer Action Network",YFRR,counterfactual,OMLN,LLM,408,"We’ve fought hard for equality and progress. Let's unite again to tackle pancreatic cancer—a disease stealing our friends, family, and allies. Your donation empowers science, compassion, and real action. Give Now: [link] #EndPancreaticCancer",Like,0.02,6,6,6,0,32,Female,4,4
67f25123da45cde78b9b45bc,"The Lustgarten Foundation for Pancreatic Cancer Research",YFRR,generic,OMLN,LLM,598,"Every day counts in the fight against pancreatic cancer. Your donation to The Lustgarten Foundation can fund hope, advance research, and save lives. Together, let's rewrite stories of courage into stories of survival. Donate today: [link] #EndPancreaticCancer",Like,0.02,6,6,6,0,32,Female,4,4
67f25123da45cde78b9b45bc,"The Leukemia & Lymphoma Society",YFRR,personalized,OMLN,Human,18,"Cancer is like an invasion. An invasion of our well-being and safety. We rely on you and your contributions, to sharpen our weapons, and fight cancer. Help us with your donation!",Like,0.02,6,6,6,0,32,Female,4,4
67f25123da45cde78b9b45bc,"Dana-Farber Cancer Institute",YFRR,generic,OMLN,Human,291,"Probably someone said that a chain of good deeds will change the world. And we believe in this claim, as a chain of donations to our associations can help in fighting cancer, thus changing the world. Don't waste your chance to do a good deed today.",Like,0.02,6,6,6,0,32,Female,4,4
67f25123da45cde78b9b45bc,"National Pediatric Cancer Foundation",YFRR,personalized,OMLN,LLM,580,"Every child is a precious gift from God. Let's unite to protect those battling pediatric cancer. Your donation brings hope, faith & healing to families who need it most. ✝️❤️🙏 Donate now & show the strength of compassion: [link] #HopeInAction",Like,0.01,6,6,6,0,32,Female,4,4
67f25123da45cde78b9b45bc,"Cancer Research Institute",YFRR,counterfactual,OMLN,Human,134,"Immunotherapy is a scientific breakthrough that improves the long-term survival and is less invasive than other traditional cancer treatments. Donate and help researchers gain insights in the role of the immune system on cancer. Be part of the cure to cancer. Dare to be hero.",Like,0.01,6,6,6,0,32,Female,4,4
67d85dcb0724435011a0629d,"Dana-Farber Cancer Institute",YMRR,personalized,OFLN,Human,211,"My grandma has just passed away last year due to cancer. I pray day and night, wishing for all the souls that succumb to this disease to go to heaven. I contribute annually to an institute (DFCI) to help them foster studying and researching on cancer patients. ",Neutral,0.01,4,1,2,-1,31,Male,6,4
67d85dcb0724435011a0629d,"Cancer Research Institute",YMRR,counterfactual,OFLN,Human,10,"Cancer research can save lives. Lives of our members in society that need it most. We urge your compassion, your sense of morality, and your openness to change. Help our search for cancer treatments and donate now!",Neutral,0.01,7,7,6,-1,31,Male,6,4
67d85dcb0724435011a0629d,"The Leukemia & Lymphoma Society",YMRR,generic,OFLN,Human,300,"One day, you or someone you love might need a life-saving donor, whom you have never met. Would you like to become someone's hope today?  ",Neutral,0.01,3,2,4,0,31,Male,6,4
67d85dcb0724435011a0629d,"National Pediatric Cancer Foundation",YMRR,counterfactual,OFLN,LLM,454,"Every child deserves a healthy future. Yet pediatric cancer remains underfunded, limiting crucial research and treatment. Together, we can change this. Donate now to the National Pediatric Cancer Foundation and give hope the power to thrive. #EndChildhoodCancer",Neutral,0.02,3,2,4,0,31,Male,6,4
67d85dcb0724435011a0629d,"The Lustgarten Foundation for Pancreatic Cancer Research",YMRR,generic,OFLN,LLM,598,"Every day counts in the fight against pancreatic cancer. Your donation to The Lustgarten Foundation can fund hope, advance research, and save lives. Together, let's rewrite stories of courage into stories of survival. Donate today: [link] #EndPancreaticCancer",Like,0.03,5,2,2,-1,31,Male,6,4
67d85dcb0724435011a0629d,"Pancreatic Cancer Action Network",YMRR,personalized,OFLN,LLM,496,"Stand strong for faith, family & the brave fighters battling pancreatic cancer. Your generosity offers hope & healing, defending lives entrusted to us by God. Donate to @PanCAN today—be their hero. 🇺🇸🙏 #FightCancer #FaithInAction",Like,0.01,1,2,2,-1,31,Male,6,4
67b6e6cd3ff52d5036ecc0f9,"The Leukemia & Lymphoma Society",OMRR,personalized,YFLN,LLM,571,"Stand firm with bravery and faith against leukemia & lymphoma. Your generosity helps protect families, strengthens communities, and gives hope to thousands. Join us in supporting @LLSusa—every donation makes a difference. Donate now: [link] #FaithInAction",Like,0.01,7,7,7,0,64,Male,5,5
67b6e6cd3ff52d5036ecc0f9,"The Lustgarten Foundation for Pancreatic Cancer Research",OMRR,personalized,YFLN,Human,90,"Pancreatic cancers is a real threat especially to man with incrising age! Friends, Family and Neigbours can unexpectetly be confronted with this tengible threat. Support us in combating this disease right here: LINK. Lets pray together for a future without pancreatic cancer.",Like,0.01,5,5,6,0,64,Male,5,5
67b6e6cd3ff52d5036ecc0f9,"Pancreatic Cancer Action Network",OMRR,generic,YFLN,LLM,593,"Every life touched by pancreatic cancer deserves hope and support. Your donation helps fund critical research and provide vital patient resources through @PanCAN. Together, we can create a world without pancreatic cancer. Donate now: [link] #EndPancreaticCancer",Like,0.01,6,6,6,0,64,Male,5,5
67b6e6cd3ff52d5036ecc0f9,"Cancer Research Institute",OMRR,generic,YFLN,Human,290,"Cancer is on the rise, affecting hundreds of thousands of people each year. The Cancer Research Institute is dedicated to advancing treatment and finding cures, so that we can eliminate this disease once and for all. You can make a difference today - donate now.",Like,0.01,6,4,4,0,64,Male,5,5
67b6e6cd3ff52d5036ecc0f9,"Dana-Farber Cancer Institute",OMRR,counterfactual,YFLN,LLM,425,"Cancer affects us all—our bodies, our rights, our communities. Support Dana-Farber Cancer Institute to fuel groundbreaking research and compassionate care for everyone. Together, let's create a future free from cancer. Donate now: [link] #EndCancer",Like,0.02,7,6,6,-1,64,Male,5,5
67b6e6cd3ff52d5036ecc0f9,"National Pediatric Cancer Foundation",OMRR,counterfactual,YFLN,Human,8,"Injustice, oppression, and no one in charge cares. We try to fight the forgetting of young cancer victims. Try to find treatment for the people that need it most. The time to act is now but we need every support we can gather. Donate with us to fight oppression and save lifes!",Like,0,4,4,4,-1,64,Male,5,5
67d220de3ad5d3f4be7836bd,"Pancreatic Cancer Action Network",MFRR,counterfactual,YMLN,Human,129,"Join the PURPLESTRIDE 2025 on Saturday, the 26th of April in your state- the biggest fundraising event for Pancreatic cancer. If you cannot attend the event, don't worry, you can still show support towards patients struggling with pancreatic cancer by donating a small sum today.",Like,0.01,7,6,7,-1,36,Female,5,4
67d220de3ad5d3f4be7836bd,"Dana-Farber Cancer Institute",MFRR,generic,YMLN,Human,292,"By donating today to Dana-Farber Cancer Institute, you support the fight against cancer. A small sum can make a huge differences in the lives of those diagnosed with cancer. ",Like,0.02,6,5,5,-1,36,Female,5,4
67d220de3ad5d3f4be7836bd,"National Pediatric Cancer Foundation",MFRR,personalized,YMLN,LLM,548,"Every child is a blessing from God and deserves hope and healing. Join us in supporting the National Pediatric Cancer Foundation—bringing faith, compassion, and strength to brave little warriors battling cancer. Donate now to save lives! 🙏❤️ #EndChildhoodCancer",Like,0.03,7,7,7,1,36,Female,5,4
67d220de3ad5d3f4be7836bd,"Cancer Research Institute",MFRR,personalized,YMLN,Human,202,"My husband has been a great donor to Cancer Research Institute. me myself also help them, even though it is such a small contributor. I hope those who share with my this thought also contribute something to them.",Like,0.01,6,4,6,1,36,Female,5,4
67d220de3ad5d3f4be7836bd,"The Lustgarten Foundation for Pancreatic Cancer Research",MFRR,counterfactual,YMLN,LLM,438,"Want to strike back against pancreatic cancer? Let's fund real science, support groundbreaking research, and honor those we've lost. Donate now to @LFPancreaticCan and help rewrite the future. Together, we can beat this disease. #CancerResearch #ChangeTheGame",Like,0.01,5,6,6,0,36,Female,5,4
67d220de3ad5d3f4be7836bd,"The Leukemia & Lymphoma Society",MFRR,generic,YMLN,LLM,600,"Every 3 minutes, someone hears, You have blood cancer."" But together we CAN fight back. Your support helps fund lifesaving treatments & brings hope to countless families. Join us—donate to The Leukemia & Lymphoma Society today. ❤️ #EndBloodCancer Donate now: [link]",Like,0.01,5,6,6,1,36,Female,5,4
67e6619a3bf0679ee4175214,"The Leukemia & Lymphoma Society",MFLR,counterfactual,YMRN,Human,194,"Approximately 1.24 million blood cancer cases occur worldwide per year. Providing necessary treatment and gaining more knowledge is essential to help the patients and decrease the number of future cases. Donate to LLS and stand with us in this effort.",Neutral,0.01,4,7,5,1,35,Female,2,4
67e6619a3bf0679ee4175214,"Cancer Research Institute",MFLR,generic,YMRN,LLM,589,"Together, we can turn hope into cures. Your donation to @CancerResearch fuels groundbreaking research and gives families precious time and hope. Be the difference—donate now and power lifesaving discoveries! #CancerResearch #DonateToday 
➡️ [link]",Like,0.01,6,5,4,1,35,Female,2,4
67e6619a3bf0679ee4175214,"Pancreatic Cancer Action Network",MFLR,personalized,YMRN,LLM,435,"Faith calls us to stand in solidarity with those facing pancreatic cancer. Your compassion today can offer hope and healing to families waiting for miracles. Together, let’s take action. Donate now to @PanCAN and make a difference. 💜🙏 #EndCancer #HopeInAction",Neutral,0.01,6,5,6,0,35,Female,2,4
67e6619a3bf0679ee4175214,"Dana-Farber Cancer Institute",MFLR,generic,YMRN,Human,292,"By donating today to Dana-Farber Cancer Institute, you support the fight against cancer. A small sum can make a huge differences in the lives of those diagnosed with cancer. ",Like,0.02,6,5,4,0,35,Female,2,4
67e6619a3bf0679ee4175214,"The Lustgarten Foundation for Pancreatic Cancer Research",MFLR,counterfactual,YMRN,LLM,523,"Pancreatic cancer doesn't play fair. Let's fight hard and fund groundbreaking research to crush this ruthless opponent. Your donation helps drive innovation and strength for those affected. Join the fight now—every dollar counts! Donate today: [link] #BeatCancer",Like,0.03,5,4,4,1,35,Female,2,4
67e6619a3bf0679ee4175214,"National Pediatric Cancer Foundation",MFLR,personalized,YMRN,Human,20,"With a donation to the National Pediatric Cancer Foundation you can support poor children directly. Every € invested directly goes to protecting children from cancer.",Dislike,0.01,6,6,6,1,35,Female,2,4
5ca6c71383762200151a4a20,"National Pediatric Cancer Foundation",OMRR,personalized,YFLN,Human,279,"Lisette is three years old and has cancer already. She needs our help. We are all brothers and sisters and we should support each other when needed. Life is too precious to be wasted. Help Lisette and those living her situation with a donation. May God bless you for your help.",Like,0.05,4,3,2,1,73,Male,5,4
5ca6c71383762200151a4a20,"Pancreatic Cancer Action Network",OMRR,personalized,YFLN,LLM,452,"Stand strong for faith, family, and fighting pancreatic cancer. Your donation helps honor loved ones, support lifesaving research, and defend hope for future generations. Join us today—every dollar matters. Donate now: [link] #Hope #Faith #FightCancer",Neutral,0.01,4,3,3,0,73,Male,5,4
5ca6c71383762200151a4a20,"Cancer Research Institute",OMRR,counterfactual,YFLN,Human,13,"Finding treatments to make cancer treatments accessible can become easier because of you. Every donation counts, to improve the lives of the suffering members of our community! Donate and support our research!",Neutral,0.01,4,3,3,1,73,Male,5,4
5ca6c71383762200151a4a20,"The Lustgarten Foundation for Pancreatic Cancer Research",OMRR,counterfactual,YFLN,LLM,472,"Pancreatic cancer research is critically underfunded—let's change that. Together, we can empower science, honor loved ones, and fight for brighter futures. Donate to @LFPancreaticCan today💜: [link] #CancerResearch #HopeInAction #MakeADifference",Neutral,0.01,4,4,4,0,73,Male,5,4
5ca6c71383762200151a4a20,"The Leukemia & Lymphoma Society",OMRR,generic,YFLN,LLM,599,"Every 3 minutes, someone faces blood cancer—but together, we can offer hope. Your donation to @LLSusa supports groundbreaking research and life-changing patient care. Give hope, save lives. Donate now ➡️ [link] #EndBloodCancer #Donate",Neutral,0.01,4,4,4,1,73,Male,5,4
5ca6c71383762200151a4a20,"Dana-Farber Cancer Institute",OMRR,generic,YFLN,Human,291,"Probably someone said that a chain of good deeds will change the world. And we believe in this claim, as a chain of donations to our associations can help in fighting cancer, thus changing the world. Don't waste your chance to do a good deed today.",Neutral,0.01,6,6,7,0,73,Male,5,4
67ed8a06fc78260e8930d0d6,"Dana-Farber Cancer Institute",YFRR,counterfactual,OMLN,Human,72,"Leukemia can also affect young people. We, as the LLS association, keep providing patient support and fund research to improve life outcomes. You can also do your part by supporting us with a donation. Life shouldn't be wasted!",Like,0,6,6,6,0,29,Female,5,4
67ed8a06fc78260e8930d0d6,"National Pediatric Cancer Foundation",YFRR,generic,OMLN,Human,296,"At the National Pediatric Cancer foundation we aim to end childhood cancer. Millions of children and their families to continue to suffer from this disease. Please consider donating today. ",Like,0,5,5,5,0,29,Female,5,4
67ed8a06fc78260e8930d0d6,"Pancreatic Cancer Action Network",YFRR,personalized,OMLN,Human,61,"Maria just entered University when she discovered she had been affected by pancreatic cancer.  She wanted to become a mom one day but she's afraid this would never happen. You can help Maria and all the affected young women by making a donation. May God bless you for your help! ",Like,0,5,5,5,0,29,Female,5,4
67ed8a06fc78260e8930d0d6,"Cancer Research Institute",YFRR,counterfactual,OMLN,LLM,537,"Cancer has touched too many lives. Science—not wishes—gives real hope. Support Cancer Research Institute today, and help advance lifesaving breakthroughs for generations to come. Your donation matters. Act now: [link] #EndCancer",Like,0,5,5,5,1,29,Female,5,4
67ed8a06fc78260e8930d0d6,"The Lustgarten Foundation for Pancreatic Cancer Research",YFRR,personalized,OMLN,LLM,370,"Faith, family & fighting for those we love—your donation can power hope & healing. Join @LustgartenFDN in leading groundbreaking pancreatic cancer research. Every dollar brings miracles closer! 🙏💜 #FaithInAction #CancerResearch

Donate today: [link]",Like,0,5,5,5,0,29,Female,5,4
67ed8a06fc78260e8930d0d6,"The Leukemia & Lymphoma Society",YFRR,generic,OMLN,LLM,599,"Every 3 minutes, someone faces blood cancer—but together, we can offer hope. Your donation to @LLSusa supports groundbreaking research and life-changing patient care. Give hope, save lives. Donate now ➡️ [link] #EndBloodCancer #Donate",Like,0.1,5,5,5,0,29,Female,5,4
673b84e577ebbf17ee371687,"The Lustgarten Foundation for Pancreatic Cancer Research",YMRR,personalized,OFLN,LLM,560,"Stand firm for life, faith & family. Pancreatic cancer steals precious moments we cherish most. Join the fight with @LustgartenFDN—every donation helps fund vital research & hope. Protect loved ones, honor God's gift of life. Donate now: [link] #FaithInAction",Neutral,0.01,6,6,6,0,30,Male,5,4
673b84e577ebbf17ee371687,"Dana-Farber Cancer Institute",YMRR,counterfactual,OFLN,Human,76,"Cancer is the challenge of the 21st century. You may find out that you are affected by cancer and start shaking at the idea of not seeing your son or nephew smiling at you anymore. Some people already live with this feeling. Support our battle against cancer. Donate now. ",Like,0.01,5,5,5,0,30,Male,5,4
673b84e577ebbf17ee371687,"National Pediatric Cancer Foundation",YMRR,generic,OFLN,Human,295,"Children shouldn’t suffer from cancer, and we, as a National Pediatric Cancer Foundation, aim to take some steps toward this goal. Donate money and become a helping hand.",Like,0.01,4,4,4,0,30,Male,5,4
673b84e577ebbf17ee371687,"Cancer Research Institute",YMRR,personalized,OFLN,Human,221,"We need your help! Cancer continues to be amongst the deadliest and burdensome diseases for both young and old. While the disease is on the back foot, the fight continues. The Cancer Research Institute supports research on treatment. To do so, we need funds. Please donate today. ",Like,0.02,7,7,7,0,30,Male,5,4
673b84e577ebbf17ee371687,"Pancreatic Cancer Action Network",YMRR,counterfactual,OFLN,LLM,345,"As resilient women, we've faced life's challenges head-on. Together, we can change the odds for pancreatic cancer—fund the research, support families, and drive progress. Join me. Donate today to Pancreatic Cancer Action Network. #HopeInAction #EndPancreaticCancer",Neutral,0.02,6,6,6,0,30,Male,5,4
673b84e577ebbf17ee371687,"The Leukemia & Lymphoma Society",YMRR,generic,OFLN,LLM,599,"Every 3 minutes, someone faces blood cancer—but together, we can offer hope. Your donation to @LLSusa supports groundbreaking research and life-changing patient care. Give hope, save lives. Donate now ➡️ [link] #EndBloodCancer #Donate",Neutral,0.02,5,5,5,1,30,Male,5,4
67d29b370a5be26f13f48e9c,"Dana-Farber Cancer Institute",YMLR,generic,OFRN,LLM,591,"Cancer affects someone we love—let’s fight back together. Your donation to Dana-Farber Cancer Institute supports life-saving research and compassionate care. Every dollar counts. Join us in the fight today! Donate now: [link] #EndCancer",Like,0.02,7,6,6,-1,32,Male,3,5
67d29b370a5be26f13f48e9c,"National Pediatric Cancer Foundation",YMLR,counterfactual,OFRN,LLM,400,"Every child deserves a fighting chance against cancer. Your donation to National Pediatric Cancer Foundation supports hope, innovation, and strength—core values that unite us. Make a life-changing difference today. Donate now: [link] #ChildhoodCancer",Neutral,0.02,6,5,6,1,32,Male,3,5
67d29b370a5be26f13f48e9c,"Cancer Research Institute",YMLR,personalized,OFRN,Human,234,"Incidence Rates for cancer are rising posing a huge threat to all societies around the globe! It is our responsibility to take steps towards a better world with fewer suffering. Help us out and gives us faith with your support allowing us to combat cancer with research.",Like,0.01,5,6,5,1,32,Male,3,5
67d29b370a5be26f13f48e9c,"The Leukemia & Lymphoma Society",YMLR,generic,OFRN,Human,300,"One day, you or someone you love might need a life-saving donor, whom you have never met. Would you like to become someone's hope today?  ",Like,0.01,5,5,6,-1,32,Male,3,5
67d29b370a5be26f13f48e9c,"Pancreatic Cancer Action Network",YMLR,personalized,OFRN,LLM,482,"Fighting pancreatic cancer isn't just compassion—it's justice. Let's stand together in faith to give hope, support groundbreaking research & save lives. Our strength grows when united. Join us. Donate now: [link] #HopeInAction #Solidarity",Neutral,0.02,6,5,6,0,32,Male,3,5
67d29b370a5be26f13f48e9c,"The Lustgarten Foundation for Pancreatic Cancer Research",YMLR,counterfactual,OFRN,Human,258,"The Lustgarten Foundation for Pancreatic Cancer Research is dedicated to advancing pancreatic cancer research, a crucial step toward improving the lives of current patients and preventing future cases. Donate and lend your support.

",Neutral,0.01,6,6,5,-1,32,Male,3,5
67d75f907992efd0473794da,"Cancer Research Institute",MFRR,counterfactual,YMLN,LLM,554,"Science beats cancer—not prayers or profits. Let's fund breakthroughs that save real lives. Support Cancer Research Institute & invest in a future where healthcare, not wealth, decides survival. Donate now: [link] #ScienceOverProfit #CancerSucks",Like,0.02,7,7,7,1,36,Female,6,6
67d75f907992efd0473794da,"The Lustgarten Foundation for Pancreatic Cancer Research",MFRR,counterfactual,YMLN,Human,39,"Cancer can reach you in all parts of life... The problem? It hits when you least expect it, and the consequences are often devastating. Donate now and support researchers in their fight against pancreatic cancer. ",Like,0.01,5,7,7,0,36,Female,6,6
67d75f907992efd0473794da,"National Pediatric Cancer Foundation",MFRR,generic,YMLN,Human,296,"At the National Pediatric Cancer foundation we aim to end childhood cancer. Millions of children and their families to continue to suffer from this disease. Please consider donating today. ",Like,0.02,7,6,7,0,36,Female,6,6
67d75f907992efd0473794da,"Pancreatic Cancer Action Network",MFRR,generic,YMLN,LLM,594,"Every donation brings hope closer for patients fighting pancreatic cancer. Join us today—your support powers vital research and offers comfort to families who need it most. Together, we can change lives. Donate now to @PanCAN! 💜 #EndPancreaticCancer",Neutral,0.02,7,7,7,0,36,Female,6,6
67d75f907992efd0473794da,"Dana-Farber Cancer Institute",MFRR,personalized,YMLN,Human,35,"The Dana-Farber Cancer Institute is dedicated to groundbreaking cancer research, saving thousands of American souls with their innovations. However, we can't do it alone. Make a difference today and donate now.",Like,0.01,7,7,7,0,36,Female,6,6
67d75f907992efd0473794da,"The Leukemia & Lymphoma Society",MFRR,personalized,YMLN,LLM,577,"Join us in Christ-centered compassion to help families battling leukemia & lymphoma. Your generous gift offers hope, supports lifesaving research, and strengthens our community. Together, let's protect the precious gift of life. Donate now! 🙏❤️ #FaithInAction #FightBloodCancer",Like,0.01,6,7,7,1,36,Female,6,6
672b90ceed6afcc30c717ecf,"The Leukemia & Lymphoma Society",MFRN,counterfactual,YMLR,Human,148,"Too many people suffer the cruelty of blood cancers. At LLS, we specialise in treating these diseases. We believe that it is our plight as a community to help these brave souls win their battle. Share a token of faith at [link] and together we can dispel this evil.",Like,0.1,6,6,6,1,35,Female,4,3
672b90ceed6afcc30c717ecf,"The Lustgarten Foundation for Pancreatic Cancer Research",MFRN,counterfactual,YMLR,LLM,535,"Faith compels us to challenge injustice—pancreatic cancer steals young lives too soon. Together, we fight for loved ones, advocate boldly, and demand progress. Support the change. Donate to The Lustgarten Foundation today. #GiveHope #CancerAwareness 🌍🙏",Like,0,6,6,6,0,35,Female,4,3
672b90ceed6afcc30c717ecf,"National Pediatric Cancer Foundation",MFRN,generic,YMLR,Human,295,"Children shouldn’t suffer from cancer, and we, as a National Pediatric Cancer Foundation, aim to take some steps toward this goal. Donate money and become a helping hand.",Like,0,6,6,6,1,35,Female,4,3
672b90ceed6afcc30c717ecf,"Cancer Research Institute",MFRN,personalized,YMLR,LLM,468,"Cancer doesn't discriminate—and neither does hope. Together, we can protect the futures of those we love by supporting groundbreaking research at Cancer Research Institute. Join me—because our families deserve every fighting chance. Donate today! #CancerResearch #Hope",Like,0,6,6,6,-1,35,Female,4,3
672b90ceed6afcc30c717ecf,"Dana-Farber Cancer Institute",MFRN,personalized,YMLR,Human,171,"The Dana-Farber Cancer Institute is dedicated to groundbreaking cancer research, saving thousands of Americans with their innovations. However, we can't do it alone. Make a difference today and donate now.",Like,0,5,5,5,0,35,Female,4,3
672b90ceed6afcc30c717ecf,"Pancreatic Cancer Action Network",MFRN,generic,YMLR,LLM,594,"Every donation brings hope closer for patients fighting pancreatic cancer. Join us today—your support powers vital research and offers comfort to families who need it most. Together, we can change lives. Donate now to @PanCAN! 💜 #EndPancreaticCancer",Like,0,6,6,6,0,35,Female,4,3
5d2f7fb4bb27200019010768,"Cancer Research Institute",YMRN,personalized,OFLR,Human,144,"We at the Cancer Research Institute believe we can make a world immune to cancer. This goal is being realised by our breaktroughs in cancer research. But, we need your support to dispel this damn disease. Visit us at [link] and help build a better world.",Dislike,0.02,1,1,1,1,29,Male,5,2
5d2f7fb4bb27200019010768,"Pancreatic Cancer Action Network",YMRN,generic,OFLR,Human,293,"Pancreatic cancer is beatable but we need your support. Help us make America a cancer-free society and save millions of lives every year. Every life matters, every donation counts.",Neutral,0.02,5,7,4,0,29,Male,5,2
5d2f7fb4bb27200019010768,"The Lustgarten Foundation for Pancreatic Cancer Research",YMRN,generic,OFLR,LLM,598,"Every day counts in the fight against pancreatic cancer. Your donation to The Lustgarten Foundation can fund hope, advance research, and save lives. Together, let's rewrite stories of courage into stories of survival. Donate today: [link] #EndPancreaticCancer",Dislike,0.02,5,4,4,0,29,Male,5,2
5d2f7fb4bb27200019010768,"National Pediatric Cancer Foundation",YMRN,counterfactual,OFLR,Human,276,"Help us protect our youngest generation. No child should die from cancer. We strive to win the fight in the next 10 years. Your support will help us achieve this. Please consider donating. ",Like,0.02,7,6,7,0,29,Male,5,2
5d2f7fb4bb27200019010768,"The Leukemia & Lymphoma Society",YMRN,counterfactual,OFLR,LLM,439,"Together, our compassion can be a beacon of hope for families affected by leukemia and lymphoma. Let's live our faith through kindness and solidarity by supporting @LLSusa. Donate now and help fuel lifesaving research. 💖🙏 #FightCancer #FaithInAction",Like,0.02,7,7,7,1,29,Male,5,2
5d2f7fb4bb27200019010768,"Dana-Farber Cancer Institute",YMRN,personalized,OFLR,LLM,442,"Join the fight against cancer—power up hope and innovation with Dana-Farber Cancer Institute. Your donation fuels groundbreaking research to help secure a healthier future for us all. Be bold, take action now 👉 [link] #BeatCancer",Neutral,0,6,5,5,0,29,Male,5,2
640415971520c41606ca4389,"Dana-Farber Cancer Institute",MFLR,personalized,OMRN,LLM,312,"Faith and compassion inspire us to fight against cancer. Your donation to @DanaFarber supports groundbreaking research and hope-filled care. Together, let’s uplift lives and create a healthier world. Give now: [link] #FaithInAction #EndCancer",Like,0,4,3,3,0,41,Female,2,6
640415971520c41606ca4389,"National Pediatric Cancer Foundation",MFLR,counterfactual,OMRN,LLM,389,"Our children deserve every chance at life. Supporting pediatric cancer research ensures future generations grow strong, independent & free to thrive. Join us—donate now to the National Pediatric Cancer Foundation and safeguard what's truly precious. #DonateNow #ChildhoodCancer",Like,0.1,6,6,6,1,41,Female,2,6
640415971520c41606ca4389,"Cancer Research Institute",MFLR,generic,OMRN,LLM,590,"Every dollar matters in the fight against cancer. Your donation to Cancer Research Institute supports groundbreaking research to save lives and gives hope to families everywhere. Together, we can make cancer history. Donate now: [link] #EndCancer",Like,0,5,4,5,1,41,Female,2,6
640415971520c41606ca4389,"The Lustgarten Foundation for Pancreatic Cancer Research",MFLR,counterfactual,OMRN,Human,51,"Every year, young Americans are donating less and less, and the government won't step in either!! How will research on cancer advance if this keeps up?!! That is why we have to step up, and donate to organizations like the Lustgarten Foundation for Pancreatic Cancer Research!",Like,0,4,4,5,0,41,Female,2,6
640415971520c41606ca4389,"Pancreatic Cancer Action Network",MFLR,personalized,OMRN,Human,2,"We pledge for you to be selfless and loving to members of our community. Cancer, the biggest evil needs to be fought. Donate now, and help safe the members of our community that can not afford to be helped. ",Like,0,4,4,4,0,41,Female,2,6
640415971520c41606ca4389,"The Leukemia & Lymphoma Society",MFLR,generic,OMRN,Human,300,"One day, you or someone you love might need a life-saving donor, whom you have never met. Would you like to become someone's hope today?  ",Like,0,5,5,5,1,41,Female,2,6
67f15c3a8fc8c9e4819d340d,"Dana-Farber Cancer Institute",OFLR,personalized,YMRN,Human,49,"To my X followers, every year millions of patients are diagnosed with cancer. The Dana-Farber Cancer Institute is a non-profit organization that helps advance cancer research and treatment. Join me in prayer...and donate to give everyone a chance!",Like,0.02,6,7,7,0,83,Female,1,5
67f15c3a8fc8c9e4819d340d,"Pancreatic Cancer Action Network",OFLR,generic,YMRN,LLM,593,"Every life touched by pancreatic cancer deserves hope and support. Your donation helps fund critical research and provide vital patient resources through @PanCAN. Together, we can create a world without pancreatic cancer. Donate now: [link] #EndPancreaticCancer",Like,0.02,7,7,7,0,83,Female,1,5
67f15c3a8fc8c9e4819d340d,"National Pediatric Cancer Foundation",OFLR,generic,YMRN,Human,296,"At the National Pediatric Cancer foundation we aim to end childhood cancer. Millions of children and their families to continue to suffer from this disease. Please consider donating today. ",Like,0.02,7,7,7,1,83,Female,1,5
67f15c3a8fc8c9e4819d340d,"The Lustgarten Foundation for Pancreatic Cancer Research",OFLR,counterfactual,YMRN,LLM,523,"Pancreatic cancer doesn't play fair. Let's fight hard and fund groundbreaking research to crush this ruthless opponent. Your donation helps drive innovation and strength for those affected. Join the fight now—every dollar counts! Donate today: [link] #BeatCancer",Like,0.01,7,7,7,0,83,Female,1,5
67f15c3a8fc8c9e4819d340d,"Cancer Research Institute",OFLR,personalized,YMRN,LLM,549,"Faith calls us to compassion & solidarity. Cancer touches all our lives, but together we can offer hope and healing. Let's ensure our sisters, daughters, & grandchildren inherit a healthier tomorrow. Donate now to support @CancerResearch. #FaithInAction #CancerResearch",Like,0.01,7,7,7,1,83,Female,1,5
